topic,similarity,nouns,probabilities
125,0.06329093744196239,"['本人', '仕事始め', 'ニスヤキ', 'スペック', '田曽', '鉄の女', '毛穴', '生理', '元君', 'CPU']","[0.90292525, 4.747153e-06, 4.747153e-06, 4.747153e-06, 4.747153e-06, 4.747153e-06, 4.747153e-06, 4.747153e-06, 4.747153e-06, 4.747153e-06]"
9,0.06328123157827777,"['本気', 'ルンド', '総額', 'スペック', '田曽', '鉄の女', '毛穴', '生理', '元君', '争奪戦']","[0.924946, 3.6702938e-06, 3.6702938e-06, 3.6702938e-06, 3.6702938e-06, 3.6702938e-06, 3.6702938e-06, 3.6702938e-06, 3.6702938e-06, 3.6702938e-06]"
173,0.06322444414459163,"['トイレ', '笑顔', '毛穴', '生理', '争奪戦', 'CPU', '総額', 'スペック', '田曽', '鉄の女']","[0.7387772, 0.23043534, 1.5056612e-06, 1.5056612e-06, 1.5056612e-06, 1.5056612e-06, 1.5056612e-06, 1.5056612e-06, 1.5056612e-06, 1.5056612e-06]"
25,0.06316584298763941,"['かも', '調子', '光景', '鉄の女', 'スペック', '毛穴', 'CPU', '田曽', '仕事始め', '総額']","[0.4897349, 0.3645896, 0.10099052, 2.185415e-06, 2.185415e-06, 2.185415e-06, 2.185415e-06, 2.185415e-06, 2.185415e-06, 2.185415e-06]"
191,0.0630665468245642,"['動画', 'マイク', 'バランス', '当て', '元君', '総額', 'スペック', '田曽', '鉄の女', '毛穴']","[0.4320016, 0.38756427, 0.1484599, 0.0032485966, 1.4049585e-06, 1.4049585e-06, 1.4049585e-06, 1.4049585e-06, 1.4049585e-06, 1.4049585e-06]"
135,0.06303583850722941,"['部分', 'カス', '生理', 'CPU', '総額', 'スペック', '田曽', '鉄の女', '毛穴', 'トム']","[0.6931776, 0.27680668, 1.467895e-06, 1.467895e-06, 1.467895e-06, 1.467895e-06, 1.467895e-06, 1.467895e-06, 1.467895e-06, 1.467895e-06]"
48,0.06302742416576525,"['大阪', '兄弟', '生理', 'CPU', '総額', 'スペック', '田曽', '鉄の女', '毛穴', 'トム']","[0.5714124, 0.38933444, 1.9196702e-06, 1.9196702e-06, 1.9196702e-06, 1.9196702e-06, 1.9196702e-06, 1.9196702e-06, 1.9196702e-06, 1.9196702e-06]"
36,0.06287013566818125,"['地域', '本番前', 'オンエア', '仕事始め', '総額', 'スペック', '田曽', '鉄の女', '毛穴', '生理']","[0.5361278, 0.2467736, 0.1512262, 3.2216237e-06, 3.2216237e-06, 3.2216237e-06, 3.2216237e-06, 3.2216237e-06, 3.2216237e-06, 3.2216237e-06]"
42,0.06285754856093187,"['タオル', '才能', 'ジャンル', 'タッチパネル', '仕事始め', '田曽', '鉄の女', '毛穴', '生理', '元君']","[0.37943032, 0.2911671, 0.24479519, 0.026741255, 2.830193e-06, 2.830193e-06, 2.830193e-06, 2.830193e-06, 2.830193e-06, 2.830193e-06]"
169,0.0628295552508207,"['バラエティ', '決勝', '生理', '仕事始め', '総額', 'スペック', '田曽', '鉄の女', '毛穴', '争奪戦']","[0.62785983, 0.31650087, 2.7209996e-06, 2.7209996e-06, 2.7209996e-06, 2.7209996e-06, 2.7209996e-06, 2.7209996e-06, 2.7209996e-06, 2.7209996e-06]"
