topic,similarity,nouns,probabilities
16,0.07310433347824741,"['ご飯', '友達', 'テレビ', '世界', 'ねこ', '見え', '本音', '収録中', '田曽', '総額']","[0.34141025, 0.2999921, 0.1554294, 0.12614428, 0.054229464, 0.0059801326, 0.004099795, 0.0009433949, 5.758437e-07, 5.758437e-07]"
20,0.07031296949695548,"['全員', 'グッズ', 'プロ', '食べ物', '藤原', 'Mステ', 'グミ', '焼肉屋', '塩味', '争奪戦']","[0.4392164, 0.24615224, 0.10143455, 0.07337948, 0.07191926, 0.012789921, 0.009256328, 0.007590499, 0.0035256424, 1.6993174e-06]"
10,0.06995230452840162,"['ラジオ', '最後', '青春', '思い出', 'you', 'バトン', '結果的', '鉄の女', '田曽', 'スペック']","[0.48561943, 0.2243862, 0.18055059, 0.07673364, 0.011738928, 0.00804042, 0.0028012965, 4.9549266e-07, 4.9549266e-07, 4.9549266e-07]"
37,0.05834900759619292,"['番組', '生放送', 'アプリ', '生配信', '届け', '感想', 'アカウント', 'リアクション', '初回', 'どん']","[0.46237797, 0.10461996, 0.068227366, 0.066645, 0.044924404, 0.0386352, 0.03185494, 0.026082287, 0.025122257, 0.022835542]"
4,0.05723144007011688,"['皆さん', '多分', 'じゃなくて', 'いない', 'ハッシュタグ', 'お客さん', '周り', '現地', 'バカ', '足元']","[0.3949132, 0.2771327, 0.09009881, 0.05050038, 0.04384369, 0.043387633, 0.04040409, 0.022096466, 0.019263208, 0.005193809]"
30,0.057114508728517074,"['しん', '調子', '最悪', 'ほん', 'どうでしょう', 'きのこ', 'ヘタ', '生理', '田曽', '総額']","[0.5305519, 0.12920323, 0.09348844, 0.07880083, 0.07843608, 0.025511311, 0.0006786447, 3.097862e-06, 3.097862e-06, 3.097862e-06]"
