topic,similarity,nouns,probabilities
4,0.07104073537854247,"['最初', '会社', 'アイドル', '種類', '距離', '手前', '結果的', 'タッチパネル', 'カメラマン', '活動的']","[0.51453173, 0.13673316, 0.13041204, 0.088647835, 0.058038615, 0.01946762, 0.006806345, 0.002063467, 0.0010948871, 2.0520495e-06]"
46,0.0708829480653559,"['ベッド', '時代', 'カス', 'チャンス', '単位', 'グラウンド', 'マウンド', '茶色', 'ゃいますこれねむしろ', '食器']","[0.39219126, 0.32397974, 0.08551138, 0.06304535, 0.062423494, 0.010512689, 0.004580301, 0.0004921971, 2.7841222e-06, 2.7841222e-06]"
19,0.06988329112307633,"['現実', 'タイプ', '子供', 'ドラマ', 'かも', '映像', 'マウント', '足元', 'わり', 'ズフ']","[0.3141909, 0.21149185, 0.19244531, 0.13257067, 0.048277188, 0.040410466, 0.01189441, 0.011205696, 0.00010122895, 1.819045e-06]"
41,0.06968970361099265,"['おじさん', 'YouTube', '未来', 'LINE', 'センチ', '魅力', 'いとこ', 'エグ', 'ゃうのねなんかそのさっきのさ', '活動的']","[0.24676496, 0.2074603, 0.18912165, 0.16620305, 0.114249565, 0.017039092, 0.016301876, 0.0014224565, 2.0146447e-06, 2.0146447e-06]"
2,0.06944024794820562,"['いくら', 'バンド', '家族', 'ロケ', 'ホテル', '万円', 'エモい', 'つけ', 'やから', 'まあ']","[0.44592875, 0.12550494, 0.11952215, 0.109608546, 0.071792, 0.026688216, 0.02337947, 0.01617662, 0.015814679, 0.010211203]"
42,0.0690512601364408,"['タイミング', '学校', 'ただ', '話題', 'この世', '笑顔', '英語', 'くら', '韓国', 'ズル']","[0.25349745, 0.18750039, 0.16362695, 0.08016526, 0.068959765, 0.067390084, 0.04999941, 0.0363744, 0.02974842, 0.0047915005]"
49,0.06870858952030287,"['映画', '事務所', 'ネット', '本人', 'ソロ', 'ブチ', 'フリ', '自腹', 'あい', '好きだから']","[0.38737747, 0.18178844, 0.14444034, 0.09762414, 0.029990967, 0.025585787, 0.024565918, 0.021151436, 0.018757747, 0.013126634]"
28,0.06861400987365128,"['野球', 'タイトル', 'キャラ', 'ガチ', '好きだ', '笑い', 'プロジェクト', 'ソウル', 'イメトレイメトレ', '食器']","[0.37141636, 0.19388269, 0.1793587, 0.07231376, 0.05338027, 0.043053117, 0.013079103, 0.011055682, 3.0367698e-06, 3.0367698e-06]"
7,0.06811236405788326,"['人間', '背中', 'エンディング', '関西', 'ジム', '久々', '会議室', '超一流', 'イメトレイメトレ', '食器洗い']","[0.38954413, 0.24935861, 0.115295716, 0.08522645, 0.049892586, 0.029498719, 0.0024941138, 3.8256508e-06, 3.8256508e-06, 3.8256508e-06]"
44,0.06810910638596104,"['日本', '女性', '海外', '状況', 'レベル', '期間', 'くない', 'ふふ', 'オンエア', '体重']","[0.34800962, 0.19458172, 0.19004548, 0.08604189, 0.068893634, 0.04182561, 0.015697442, 0.009561494, 0.009437435, 0.0038866012]"
38,0.0674962260993148,"['気持ち', '場所', '通り', 'フロア', '運命', '神様', 'バイバイ', 'カスカス', '形式上', 'イメトレ']","[0.44711298, 0.30225474, 0.07900946, 0.065799415, 0.029365245, 0.018131582, 0.014022498, 0.00028350423, 2.1402439e-06, 2.1402439e-06]"
45,0.0674098308791012,"['楽屋', '印象', 'バイク', 'ねお', '音源', 'ほんま', 'いやいや', 'クオリティ', 'パジャマ', '材料']","[0.24881615, 0.23305653, 0.15544656, 0.07476195, 0.062965974, 0.055541407, 0.025130654, 0.024582963, 0.024109144, 0.02033472]"
43,0.06670235955500775,"['世界', 'テレビ', 'フェス', '事前', '業界', 'トップ', '調子', '今すぐ', 'スマブラ', 'なのは']","[0.31319645, 0.26176935, 0.14072467, 0.058107898, 0.051810455, 0.048294213, 0.04017984, 0.024128774, 0.01688584, 0.002366551]"
24,0.06599890950010372,"['自信', 'そん', '春日', '息子', 'かなん', '手のひら', 'はち', 'バッチ', '叩き', '食器']","[0.2836084, 0.24758957, 0.11608329, 0.1031213, 0.07300428, 0.014947143, 0.014609644, 0.0132980235, 0.0011827148, 6.4450583e-06]"
30,0.06587844192267701,"['選手', '情報', 'アルバム', '思い', '言い方', '大谷', 'リスペクト', '角度', 'どうしたらいいの', 'バチバチ']","[0.2853665, 0.15487047, 0.1331833, 0.09661495, 0.08751945, 0.07119077, 0.037654813, 0.025539966, 0.022897681, 0.020443372]"
6,0.06586150489556662,"['真ん中', '新曲', 'ノリ', '機会', 'レストラン', '気分', 'ブランド', 'プロレス', '端っこ', 'ろう']","[0.18844646, 0.17948277, 0.15440007, 0.115310475, 0.07305733, 0.070238784, 0.06517968, 0.03074841, 0.022551164, 0.0190876]"
18,0.06581988263457073,"['東京', 'ゲスト', '年ぶり', 'お客さん', '一曲', 'バズ', 'たな', '日朝', '英一', 'ズフ']","[0.41149947, 0.15215571, 0.12605703, 0.11797988, 0.087830625, 0.04618159, 0.016217886, 0.004478763, 1.8280434e-06, 1.8280434e-06]"
16,0.06569915518082839,"['アニメ', 'ツッコミ', '中心', 'ボケ', 'ぬいぐるみ', '冗談', 'かわいいよ', '尾崎', 'ゃいますこれねむしろ', '食器']","[0.2902529, 0.18117124, 0.13161518, 0.12102265, 0.08654184, 0.06812537, 0.023041885, 0.0005829234, 4.7474746e-06, 4.7474746e-06]"
40,0.06565334784788783,"['思い出', '店員', '最強', '決勝', 'you', '劇場', '見た目', '二つ', '店内', 'アホ']","[0.38157916, 0.13887015, 0.1025746, 0.06987642, 0.06615691, 0.040752452, 0.03832353, 0.03296771, 0.01585329, 0.013748474]"
20,0.06529119482601228,"['ご飯', 'the', '遊び', '唯一', 'もうこ', '需要', 'of', 'ハサミ', 'かいや', 'サメ']","[0.47473824, 0.24266456, 0.09253975, 0.06255263, 0.03134814, 0.018966215, 0.014641739, 0.0028416186, 0.0024238832, 0.0021405898]"
13,0.06526149489407523,"['グッズ', '感覚', '代わり', '人気', 'こん', '個人的', '身長', '大谷翔平', '忘れないで', 'ゃいますこれねむしろ']","[0.30533186, 0.17199394, 0.1654699, 0.12837587, 0.043750554, 0.03557702, 0.028645596, 0.028057266, 0.0040601236, 4.3145646e-06]"
15,0.0651846638833892,"['イベント', 'たん', '漫才', 'あるじゃん', 'リハ', '動物', 'わからん', 'キモい', 'リボン', '動物園']","[0.37689558, 0.21229027, 0.11100266, 0.10318019, 0.06448404, 0.042595964, 0.03530296, 0.009519732, 0.0055244653, 0.0036514238]"
0,0.06505213935630191,"['最後', 'こいつ', 'パン', '皆様', '歴史', '関係者', 'かなり', 'サビ', '画像', '一般人']","[0.5333538, 0.15355587, 0.06510322, 0.053811293, 0.04406682, 0.04345861, 0.02038798, 0.016063208, 0.015579528, 0.0059605897]"
21,0.06468775368125709,"['とこ', '全員', '舞台', '武道館', '目標', '何それ', 'それはちょっと', '様子', '出番', 'ねここ']","[0.32367393, 0.22210433, 0.20939617, 0.06128522, 0.05026953, 0.034585282, 0.017739495, 0.014804438, 0.014368612, 0.009276794]"
14,0.06443644867081101,"['ここに', 'タイ', '後ろ', 'バカ', '最終', 'イカ', '全然大丈夫', 'エンド', 'ゃいますこれねむしろ', '食器洗い']","[0.21890122, 0.20994592, 0.20047508, 0.12579182, 0.12576245, 0.015473727, 0.010559984, 0.001877298, 4.4346702e-06, 4.4346702e-06]"
17,0.06433365007184562,"['ラジオ', '相手', '直前', '時計', 'タレント', '高め', '待ち', 'イメトレイメトレ', 'ゃいますこれねむしろ', '食器洗い']","[0.68635416, 0.089140855, 0.067933716, 0.04906372, 0.033810914, 0.021323135, 0.012317888, 1.947364e-06, 1.947364e-06, 1.947364e-06]"
31,0.06421198049611272,"['ファン', '一緒に', 'マイク', '回目', '好きな人', 'したこと', '永遠', 'パンパン', 'やな', '炭酸']","[0.35655335, 0.28614858, 0.10026488, 0.07539709, 0.06552047, 0.018790826, 0.017309159, 0.01695299, 0.0051448555, 0.004044491]"
34,0.06360176213822692,"['スタッフ', 'かな', '興味', '動画', 'カメラ', 'マン', 'モノマネ', '一年', '映画祭', '超一流']","[0.51755565, 0.107769646, 0.10649209, 0.08185503, 0.065367326, 0.032656223, 0.029857244, 0.0142668, 2.1480012e-06, 2.1480012e-06]"
48,0.06340801999001265,"['だし', '周り', 'ギャル', 'あはは', 'ギャンブル', 'おじいちゃん', '最終回', 'ライブ中', 'ピアス', 'DNA']","[0.21984415, 0.20425977, 0.18919912, 0.12658069, 0.074225865, 0.05075142, 0.030095845, 0.01537227, 0.009135977, 0.0046100323]"
1,0.06336149163528718,"['音楽', '芸人', '部分', 'お笑い', 'バラエティ', '同士', 'ジャム', '芸能人', '一般', '才能']","[0.48408997, 0.11845867, 0.09596152, 0.060552925, 0.040914357, 0.039713796, 0.03008054, 0.028776769, 0.024214722, 0.018815815]"
26,0.0625499464666923,"['状態', '世代', 'うそ', '大会', 'スイッチ', '主人公', 'こだわり', '人数', '定番', '廊下']","[0.4452527, 0.09303249, 0.085710995, 0.07753223, 0.062126372, 0.051409695, 0.036887154, 0.032558654, 0.022279734, 0.019556403]"
39,0.062324046527717204,"['楽しみ', '写真', 'CM', '子供たち', '盛り上がり', '本番前', 'お姉ちゃん', 'ギリ', 'お芝居', '締め']","[0.35268235, 0.28612348, 0.14230111, 0.03490715, 0.029545631, 0.021258434, 0.020673186, 0.019528734, 0.015546356, 0.015365123]"
36,0.062201702626219116,"['最高', '可能性', '会場', '地域', 'カメ', '美女', 'ひかり', 'ゃいますこれねむしろ', '活動的', '大竹']","[0.3538028, 0.34485176, 0.14492124, 0.06419709, 0.030656597, 0.0071346182, 0.0022678776, 2.5362465e-06, 2.5362465e-06, 2.5362465e-06]"
32,0.06215097910703703,"['皆さん', '言葉', 'プロ', '素人', 'るし', '完璧', 'トップクラス', 'ライバル', '活動的', '大竹']","[0.6106208, 0.23696572, 0.04308947, 0.029007036, 0.02030878, 0.013171021, 0.008378922, 0.007101385, 1.5245414e-06, 1.5245414e-06]"
22,0.06202101020713017,"['ライブ', 'MC', '大阪', '本気', 'かね', 'バランス', 'バスケ部', 'サクッ', 'ほぼほぼ', 'カズ']","[0.57994777, 0.11910028, 0.07299949, 0.065098666, 0.06452698, 0.027570214, 0.025198417, 0.0018054032, 0.0011709108, 0.0008620387]"
47,0.06192933935468984,"['人生', '歌詞', '北海道', 'お父さん', '私服', 'バン', '形式上', 'イメトレ', '超一流', 'イメトレイメトレ']","[0.3393562, 0.30478936, 0.16998585, 0.065675914, 0.037642255, 0.01743137, 3.1657344e-06, 3.1657344e-06, 3.1657344e-06, 3.1657344e-06]"
9,0.06174322338531646,"['理由', '気合', 'ペットボトル', '初回', 'お茶', '出川', '自己紹介', '水筒', '冒頭', '面白']","[0.23050056, 0.17628503, 0.096788995, 0.09037818, 0.08606844, 0.08540799, 0.03750682, 0.035545725, 0.031610444, 0.021480879]"
29,0.06165358980910661,"['ネタ', 'お金', '多分', '作品', '地獄', '内容', '吉本', '記事', '世間', '伝統']","[0.3288228, 0.21339747, 0.18435128, 0.090074256, 0.05713196, 0.047746155, 0.017232595, 0.010363192, 0.004565227, 0.0017995813]"
33,0.0610864741537399,"['青春', '基本', '疲れ', 'メンツ', 'エックス', 'ねた', 'ポイント', '保険', 'cm', 'ゃいますこれねむしろ']","[0.6758106, 0.09623454, 0.0454272, 0.03690817, 0.021135159, 0.018520584, 0.018445563, 0.007869685, 0.004796655, 3.639419e-06]"
27,0.06087777497168193,"['しん', 'よろしくお願いします', 'トイレ', '現地', 'なんや', 'アノ', 'ゃいますこれねむしろ', 'イメトレイメトレ', 'イメトレ', '食器洗い']","[0.28245592, 0.2322199, 0.21583624, 0.13164283, 0.038210254, 0.029413978, 3.4137506e-06, 3.4137506e-06, 3.4137506e-06, 3.4137506e-06]"
23,0.06045354708076746,"['なんだろう', 'あん', '星野源', '文字', 'ずい', 'ニュアンス', '建物', '時刻', 'フワちゃん', '形式上']","[0.5494399, 0.14221501, 0.09632411, 0.06439481, 0.055601913, 0.022166833, 0.007857506, 0.005411058, 0.004472499, 2.533983e-06]"
12,0.06004152007145434,"['テンション', 'たま', '男の子', 'ランキング', 'ごめんね', 'そうじゃない', '基本的', 'タオル', '荷物', 'クソ']","[0.26744696, 0.22714102, 0.08955884, 0.08487231, 0.08192117, 0.07252531, 0.056002397, 0.050669014, 0.0031980518, 0.0015311526]"
25,0.05938076803470044,"['マジで', '残り', 'ジャンル', 'ホント', '有田', '超一流', 'イメトレ', '形式上', 'ゃいますこれねむしろ', 'イメトレイメトレ']","[0.6461367, 0.21782812, 0.05681286, 0.0053775893, 0.0013079552, 3.5261667e-06, 3.5261667e-06, 3.5261667e-06, 3.5261667e-06, 3.5261667e-06]"
3,0.058468920153238194,"['年前', 'クラス', 'いない', '何回', 'アンチ', '魔法', '右手', 'ひとり', 'ゴリ', 'ナイト']","[0.3323727, 0.2939093, 0.14628157, 0.1063294, 0.017002523, 0.014806122, 0.011370088, 0.011258, 0.007129609, 0.0067411065]"
5,0.0583198949340973,"['月日', 'ドラム', 'いいじゃない', 'おかげ', '普通に', '好きなんだけど', 'ほん', '真実', 'らい', '食器洗い']","[0.51573503, 0.10890077, 0.10164194, 0.08105746, 0.0455578, 0.038150396, 0.036195744, 0.008391115, 0.006547687, 2.8114089e-06]"
8,0.05684288087035645,"['番組', 'ANN', '日本放送', 'スタジオ', '生放送', 'アプリ', '生配信', '届け', '感想', 'リアクション']","[0.32171258, 0.106105335, 0.08750388, 0.08106623, 0.07633424, 0.0696394, 0.053106803, 0.04796146, 0.031079018, 0.025243323]"
37,0.054860176028388455,"['いいね', 'なのかな', '流れ', '無料', 'メイン', '最悪', '太郎', '醍醐味', 'がん', 'なんとかなる']","[0.36306524, 0.122270174, 0.11918128, 0.11636793, 0.08671693, 0.059097633, 0.025082866, 0.009390858, 0.009041744, 0.007965616]"
10,0.05428223286478704,"['じゃなくて', 'Tシャツ', 'ギャグ', 'サイト', '上位', '理想', '町田', '最前列', '片っ端', 'ゃいますこれねむしろ']","[0.44846082, 0.20110072, 0.08038757, 0.060996708, 0.050913192, 0.040492844, 0.029863155, 0.0014070566, 0.0006505946, 4.168202e-06]"
35,0.05427014711241122,"['先生', '立場', 'そば', 'そうかもしれない', '光景', '体力', '界隈', '音楽番組', 'ポジション', '性格']","[0.4274244, 0.12354553, 0.12111886, 0.053498268, 0.03179277, 0.031543873, 0.02311742, 0.021283755, 0.017697455, 0.013374766]"
11,0.050683145727429345,"['財布', '都合', 'バス', '金太郎', 'お客', 'ポケモン', 'Uber Eats', 'キモ', 'ラッ', 'エッセイスト']","[0.3178445, 0.17339489, 0.11064867, 0.079951435, 0.046590645, 0.014554821, 0.0065980447, 0.005962616, 1.1885177e-05, 1.1885177e-05]"
