file_path,topics,topic_probability,stime,etime,play_time,topic,nouns
./././Data/test_data/mid_presentation/asairyo/20240824/split_audio_11_1.wav,428,0.657286,389.62,416.32,26.69999999999999,428,"['団体', '子供', '試合', 'インスタ', '最後', 'アサイ', 'ハッシュタグ', '大会', 'パリ', '怖い話', 'ベスト', '架空', '岐阜', '講演会', '成績', '五輪', '野球', '妻側', '映像化', '選手', 'そうじゃない', '千葉ロッテ', '点数', '周り', '男子', 'セットマッチ', '社内', 'お金', '浅井', '先輩']"
./././Data/test_data/mid_presentation/asairyo/20240824/split_audio_11_1.wav,428,0.5962656,232.84,297.16,64.32000000000002,428,"['団体', '子供', '試合', 'インスタ', '最後', 'アサイ', 'ハッシュタグ', '大会', 'パリ', '怖い話', 'ベスト', '架空', '岐阜', '講演会', '成績', '五輪', '野球', '妻側', '映像化', '選手', 'そうじゃない', '千葉ロッテ', '点数', '周り', '男子', 'セットマッチ', '社内', 'お金', '浅井', '先輩']"
./././Data/test_data/mid_presentation/tibayuki/20240914/split_audio_10_2.wav,90,0.002,0.0,262.889,262.889,90,"['時代', 'BOB', '歌詞', '全部好き', '斎藤さん', '言い回し', 'すごろく', 'alright', 'いいじゃない', '気持ち', 'gonna', '最初', 'でっていう', '振り出し', 'Everything', '文字', 'ずっと好きだった', '原点回帰', 'サイコロ', 'is', 'be', 'なんだろう', '焼き', 'たい', '君の声', '本当にありがとうございました', '外線', '魔法少女', '里前', '貪欲さ']"
./././Data/test_data/mid_presentation/hanbureddazu/20240911/split_audio_6_1.wav,0,0.002,0.0,289.037,289.037,0,"['バンド', 'よろしくお願いします', 'バックドア', '青春', '港区', '界隈', '黒魔術', 'メロディ', 'マジシャン', '果て', '仕草', '因果', '全員', '都度', '世界', '究極', '栄章', 'アイス', '兵衛', '画像', '一言', 'ただ', '兄ちゃん', '魔法陣', '愛情', '夜明け', '穢れ', 'さよなら', '奥義', '黒歴史']"
./././Data/test_data/mid_presentation/asairyo/20240824/split_audio_11_1.wav,428,7.698616e-05,137.2,216.88,79.68,428,"['団体', '子供', '試合', 'インスタ', '最後', 'アサイ', 'ハッシュタグ', '大会', 'パリ', '怖い話', 'ベスト', '架空', '岐阜', '講演会', '成績', '五輪', '野球', '妻側', '映像化', '選手', 'そうじゃない', '千葉ロッテ', '点数', '周り', '男子', 'セットマッチ', '社内', 'お金', '浅井', '先輩']"
