topic,similarity
289,0.7164195754789623
313,0.7134325068911067
148,0.7046948452495856
435,0.7028956655370618
469,0.7001731167989137
88,0.6997735894097802
365,0.6970467216704689
84,0.6966776677960791
116,0.6966384714522907
397,0.696609439282698
95,0.6929053295648963
178,0.6915933525367992
258,0.6914104976628291
18,0.6910087322231848
179,0.6908851940867586
434,0.6902797397783287
387,0.6900389132479184
494,0.6897388684907658
205,0.6891013765979487
196,0.6890835831218647
141,0.6874607632225818
463,0.6873834048738184
441,0.6873375732333571
248,0.6871224201581906
122,0.6870655687407164
491,0.6869691019157588
6,0.6869091492576346
246,0.6864921827801177
321,0.6863383401202392
386,0.6863066258491525
357,0.686183302075734
86,0.6861581124871526
131,0.6860052457605768
416,0.6858934437852684
253,0.6855169853170429
236,0.6853405807660067
193,0.6851907105773223
444,0.6851226907201948
124,0.68498011864047
302,0.6848021776143913
466,0.684746183718248
382,0.6844266983714452
210,0.6837708146669045
204,0.6836151405553931
83,0.683246197279683
38,0.6829815421327305
219,0.6822030921578474
68,0.681807136311885
475,0.6796662706091499
192,0.679536036834459
351,0.6792321658837873
153,0.6787387676573898
328,0.6786682225641101
459,0.6777404659234714
243,0.6771312975298158
215,0.6762991921652064
90,0.6762840710470304
220,0.6756533753654719
106,0.6756289189721655
476,0.6755131756309635
4,0.6742084686928665
74,0.6740295928301381
184,0.6737223831357767
339,0.6735411992208948
171,0.6735395741380639
407,0.6734059668015624
199,0.6732851910263912
99,0.6722081440840318
54,0.671723094999764
0,0.6714156530344122
208,0.6713061319345315
379,0.6711307802211783
394,0.6710613835984688
487,0.6709562531401313
115,0.6708115290378274
127,0.6695915225325866
474,0.6695036882838109
233,0.6692923223232128
276,0.6691417376770679
123,0.6688384242744458
36,0.6686815124603137
370,0.6684181800417989
266,0.6683658807370939
132,0.6680012222565259
478,0.6666222740166657
191,0.6663196723588302
290,0.6661437313679722
364,0.6658392438992473
29,0.6645749592836141
67,0.6645562701590538
288,0.6640966880463935
360,0.6638295785648097
269,0.6633537591704153
368,0.6631140632265737
98,0.662765088348228
433,0.6626129648314898
398,0.6625886167316132
391,0.6624407916629227
468,0.6623924799192525
231,0.6623299650444456
473,0.6619067898742695
151,0.6615697889903454
352,0.6612865826510386
146,0.661233587581659
486,0.6609026221115508
32,0.6601730021555716
247,0.6601691295359157
230,0.6597281031246631
80,0.6596705520699506
174,0.6591031574420375
343,0.6590237051426264
420,0.6588380672508861
165,0.6586391168871404
310,0.6580948335194059
169,0.6568183533010401
39,0.6567120219188276
187,0.6558037341510744
358,0.6558009183830465
271,0.6547753925976649
242,0.6529925772634272
295,0.6503166880135516
471,0.6503115169580654
143,0.6490388694470486
263,0.6484195252853252
456,0.6474868371277571
439,0.6469593625352026
361,0.6458138143307374
307,0.6429002960681932
489,0.6415536005428628
114,0.6409306553767102
186,0.6393191675167494
449,0.6367538743626437
