topic,similarity
215,1.4372260164576793
127,1.4328041873699011
420,1.4313348978064782
88,1.430243743489487
230,1.4290341541962923
449,1.4288221027084331
186,1.4278913199041898
124,1.4273923527376324
473,1.4271283933681809
456,1.426964757448071
435,1.4260076244770012
358,1.4256455159013712
148,1.4254751439501598
114,1.4236559203945764
179,1.386389252969197
204,1.3852496530328477
18,1.3811128153749133
208,1.3800407233135552
205,1.379458318883126
246,1.379397051953853
474,1.3792458909198575
178,1.3791606241683347
236,1.3791407349398317
39,1.376706367645126
307,1.3764699753877279
99,1.3758852863198774
407,1.37561754375843
165,1.3754895597991377
360,1.3728331249629335
459,1.3725481106398196
192,1.3669907364482974
489,1.3669691752408437
143,1.3645874869823456
83,1.3645827498467482
174,1.3626257957874146
339,1.3611858045771008
343,1.360125056472242
471,1.3598570011010984
219,1.35431959208154
146,1.3412857724003273
271,1.340449202088683
295,1.3394578411533502
468,1.3391933876394044
32,1.3389592166457858
247,1.3371391876177354
29,1.336644121270249
466,1.3279539949871135
90,1.3268540302912393
6,1.3249716936217415
253,1.324701476861269
313,1.3246521716024362
382,1.324177963316708
123,1.3236562930294689
220,1.3230547540873852
86,1.3225210767637179
38,1.3215411048796442
487,1.321044759586524
0,1.3208433792358492
365,1.320742214742344
276,1.3199039543596442
153,1.3195210696692672
352,1.3184453449058982
84,1.3182826761494983
95,1.3165667232263971
74,1.3157531622022685
469,1.3155414122314268
441,1.3154580647162364
386,1.314403556022547
210,1.3144015398763473
54,1.3139176269871506
106,1.312500536441803
243,1.3124964440671296
115,1.312373345976241
141,1.3122740199028606
370,1.3097695935128342
199,1.3096807286647207
379,1.3095002020137352
288,1.3093219509887213
191,1.3087484393250288
122,1.3079199755810342
391,1.3075492027457114
266,1.3074876086891822
132,1.307307293502296
248,1.3070992583458403
398,1.3068373319506645
67,1.306727454210948
394,1.3065680839009022
187,1.3063848518997156
475,1.3054471495539643
351,1.3047297155467148
116,1.3044312743291462
463,1.3041826508394103
171,1.3039254133517926
269,1.3039013110101223
444,1.3037646626317225
169,1.303101637474326
193,1.3030900374617218
321,1.3026186721624384
491,1.3019208593188591
434,1.3018304156629663
310,1.3017532499825082
302,1.301571868921644
242,1.3015187297334623
476,1.3014648042332668
494,1.3012797461708945
416,1.3012071370499805
387,1.300878341545899
361,1.3005101191726598
328,1.300312536403471
290,1.3002171545688594
397,1.2999692765337911
439,1.2999056426552236
233,1.2994758971383638
80,1.2968089908940121
68,1.2950762238370657
131,1.2941239777052007
289,1.293854374419614
151,1.2931695863377626
364,1.2925554706114475
196,1.2874242412055144
433,1.2873106680133126
36,1.2870785142481327
368,1.2868401704721115
258,1.2865524726375095
98,1.286401517689228
231,1.2858830579561205
357,1.2831507172526382
4,1.2826023241668416
263,1.2799088656902313
184,1.2798468093077342
478,1.2780545661894327
486,1.275338179115796
