topic,similarity
143,1.2665334129333496
83,1.2662209263194502
174,1.262617748659269
343,1.2603995195731588
339,1.2603708031631653
471,1.2588795650296096
106,1.2533417799893547
219,1.2532821561770415
88,1.2463179822220947
358,1.2442712691223736
276,1.2439570209542334
407,1.2437307135812168
476,1.2437286793899078
491,1.2433797658052086
391,1.2430786656008825
295,1.2429204913988068
148,1.2423404178968291
290,1.241055253627045
439,1.240383788307696
435,1.2401457425996
247,1.2400177587162364
193,1.2396269718993385
29,1.2389804271684177
4,1.238879936698236
123,1.2382536298855786
95,1.238083569401944
266,1.2371683862974059
382,1.2364580617891834
379,1.236327192370306
449,1.2357623091894179
208,1.235696509409179
122,1.2356762742658831
187,1.2355678967379649
192,1.2353420646167268
127,1.2351876221423925
90,1.2349547753258356
132,1.234833681874159
191,1.2348316246597328
444,1.2346700989922812
115,1.2346067313087044
420,1.2345565721046095
478,1.2344196173562958
0,1.2343517053418043
246,1.2341510523354642
67,1.2341010243568604
230,1.2338352833969006
86,1.2338236613759717
220,1.233567422853326
153,1.2331641447601136
169,1.2326800748359326
398,1.2325579172372818
466,1.2325371341271834
365,1.232536551315114
38,1.2324866122669644
199,1.2324469861201042
352,1.2324224071043757
269,1.2323619239032269
184,1.2320307420359717
487,1.231996223259876
179,1.2317778033869606
196,1.2316871009389376
416,1.2311311375747607
141,1.2311211615940776
84,1.2309775187210603
469,1.2308444881784744
205,1.2307374311969914
215,1.2305787701175046
394,1.2304430255039254
39,1.2303873578516336
204,1.2302601028765952
6,1.2300294611189102
186,1.2296732019346495
210,1.2291301119895208
258,1.2288436515713639
360,1.2287832320910956
243,1.2281818355505283
473,1.2275956469803608
456,1.2273244030878576
18,1.2272450408209925
151,1.227162916043083
357,1.226920864930967
114,1.226780503398121
468,1.2267149238303157
302,1.2266152911449797
236,1.2264060530427325
74,1.2258910377426901
124,1.2254270749057041
146,1.2253398476260724
233,1.22495755441835
263,1.2244924610098376
171,1.2244455455654886
474,1.2242164013144203
248,1.2238472407370542
387,1.2238393980635411
434,1.223716767781089
178,1.223523296074036
32,1.2229582332429432
242,1.2229488083166093
351,1.2229311530278109
397,1.2229002724536022
271,1.2227296384287554
307,1.2225907944344185
99,1.2225511291580742
68,1.2224351955998327
370,1.2223626250651345
36,1.2215041223168375
463,1.221424594594211
328,1.2212009968211472
288,1.2211717752938345
131,1.2211611369774804
313,1.2211266664021156
321,1.221018660903553
475,1.2210149038669675
364,1.2209147011565271
459,1.2206622650130436
361,1.219986871697686
116,1.2197610874698586
441,1.2184898140383702
165,1.2184072465884803
310,1.218227580698525
386,1.2181755950305666
54,1.2180446649915608
98,1.2180094940960409
231,1.2176975287384724
368,1.2174214025837693
433,1.2173926201131609
289,1.2171885997510805
80,1.2162076778782223
253,1.2147542002873544
489,1.2146531938066805
494,1.2128982131190145
486,1.2087575330723466
