topic,similarity
123,0.8280831537572286
459,0.8278163303966523
220,0.8259744788180909
127,0.8244983580101545
99,0.8239810306451015
67,0.8225355559053765
360,0.8217197614248688
339,0.8210974532522864
269,0.8210228643968757
88,0.8208611834874657
368,0.8207710684627163
208,0.8207281465378611
86,0.820638125424838
131,0.8204802951631608
98,0.8203484771317471
433,0.8201366798939155
398,0.8200829112695148
231,0.8198395796865299
243,0.8198299133409614
444,0.8196020475610285
219,0.8193315389536315
491,0.819290232849172
302,0.818999097433097
151,0.8188587778480949
210,0.8188424215513888
6,0.8183008266088566
95,0.8182929430861121
364,0.818088706896935
215,0.8178845758924218
230,0.8165442281646331
29,0.8163539545397982
391,0.8135791805474039
263,0.813550524275247
475,0.8132986561395551
486,0.8127665144853256
141,0.8126023837758025
494,0.812310880108863
370,0.811787475838805
148,0.8115598564796261
205,0.8114153519215277
233,0.811266427543265
36,0.8108631759917407
290,0.8106514494042121
247,0.8097311629510917
169,0.8096455106650869
435,0.8092955311787262
187,0.8084144347190373
192,0.8082475017779139
420,0.808118499994454
171,0.807775929010026
310,0.8071325937907063
0,0.8067452200445298
394,0.8063498786007741
132,0.8062428403080192
351,0.8055936627063521
382,0.8055645130126612
143,0.8049754060693871
253,0.804771422537046
258,0.8046018848802422
476,0.8044720876742056
468,0.804217602587249
4,0.8040998425861083
487,0.8040457030845062
38,0.8037777868102102
83,0.8036949567720855
473,0.8036072603318068
184,0.8035305567468632
407,0.8034676839695717
116,0.8032783011369751
193,0.8030872411991518
80,0.8030823745622024
266,0.8028695611550504
146,0.8025743385513587
416,0.8025157397288382
174,0.8023841228656864
343,0.8022200273329956
248,0.8022042619142405
289,0.802123679057341
321,0.8020056759773765
90,0.8018583332851364
74,0.8017014392293681
379,0.8015112566885342
478,0.8014531600496945
18,0.801344001891204
179,0.8011699538788615
352,0.8010000441830353
276,0.8006848411000858
463,0.8002685627485119
242,0.8001894111234902
466,0.8000128849320404
39,0.7993275864465241
328,0.7985561197729416
204,0.7985042795145575
365,0.7981464791294933
191,0.7979731535351208
54,0.7978491895995898
106,0.7977860301726842
84,0.7977211074625062
196,0.7975416446930358
386,0.7974998828763672
178,0.7971290078133659
124,0.7971118170843191
271,0.7969100970631876
397,0.7954214940284955
357,0.7950823434522384
449,0.7949494194124244
288,0.7945846885944773
439,0.7941169714022674
474,0.7940136687507686
236,0.7929229824539298
153,0.7922301410765198
114,0.7916227547190644
122,0.7910319956339796
307,0.7904030702152677
313,0.7897209689782595
186,0.7895796474061194
469,0.7895001868583958
434,0.7877263674908357
358,0.7876793964383858
387,0.7874340138794065
361,0.7873014824329927
441,0.7865676000106409
115,0.7840211305565606
68,0.7825536414937351
489,0.7797444207018537
199,0.7789589481591148
456,0.7785502430066966
246,0.7785128789552083
165,0.778359005429486
295,0.7591747996013205
471,0.7591746227640279
32,0.7576225480231675
