file_path,topics,topic_probability,stime,etime,play_time,topic,nouns,probabilities
./././Data/test_data/mid_presentation/backnumber/20240911/split_audio_1_3.wav,486,0.83338743,241.34,248.5,7.159999999999997,486,"['ヤンヤン', '深井', 'バンド', 'モテる', 'お母さん', 'ハン', 'むつ', 'MC', 'ビリ', 'ニュニュ', 'モテ', 'バスケ部', 'この世', '新潟県', 'もうこ']","[0.29853356, 0.24032058, 0.057095073, 0.02170006, 0.008631047, 0.008394071, 0.008276968, 0.00787573, 0.0077555925, 0.0076731886, 0.0076166415, 0.0073521105, 0.0049038357, 0.004894524, 0.004693884]"
./././Data/test_data/mid_presentation/backnumber/20240911/split_audio_5_1.wav,83,0.98333156,7.7,313.1,305.40000000000003,83,"['サビ', '日本', 'バイマメン', '音楽', '笑顔', 'いくら', 'タイトル', 'ライン', 'バンド', 'ラジオ', '願い', '景色', 'なんだろう', '言葉', 'bnatmarkallnightnippon']","[0.019577935, 0.012533956, 0.011897506, 0.0118910605, 0.010976157, 0.009471263, 0.008893076, 0.008718839, 0.008409779, 0.008030448, 0.007821907, 0.00777397, 0.0076782, 0.0075330827, 0.0073128613]"
./././Data/test_data/mid_presentation/backnumber/20240911/split_audio_5_1.wav,83,0.97776395,338.72,676.039,337.31899999999996,83,"['サビ', '日本', 'バイマメン', '音楽', '笑顔', 'いくら', 'タイトル', 'ライン', 'バンド', 'ラジオ', '願い', '景色', 'なんだろう', '言葉', 'bnatmarkallnightnippon']","[0.019577935, 0.012533956, 0.011897506, 0.0118910605, 0.010976157, 0.009471263, 0.008893076, 0.008718839, 0.008409779, 0.008030448, 0.007821907, 0.00777397, 0.0076782, 0.0075330827, 0.0073128613]"
